"tipo_doc_suspensiva";"instrumento";"cod_saci";"proposta";"operacao";"recebedor";"uf";"municipio_beneficiado";"unidade_caixa";"programa";"valor_repasse";"situacao_da_analise";"doc_titularidade";"doc_viabilidade_terreno";"doc_sondagem";"doc_orcamento";"doc_projetos_implantacao";"doc_projetos_complementares";"doc_ambiental";"doc_vigilancia_sanitaria";"doc_bombeiros";"doc_trabalho_social";"dt_atualizacao";"consta_base_pc32"
"Documentos apresentados";"967094";"1-1992135";"175532024";"1096978";"SECRETARIA ESTADO DE ASSIST SOCIAL TRABALHO EMPREGO E RENDA";"PA";"MELGACO";"GIGOV/BE";"novo pac - água para quem mais precisa - abastecimento de água em áreas rurais";"3260484.34";"Analisada com pendências";"";"";"";"";"";"";"";"";"";"";"24/06/2026";"SIM"
"Documentos apresentados";"967093";"1-1992116";"175542024";"1096979";"SECRETARIA ESTADO DE ASSIST SOCIAL TRABALHO EMPREGO E RENDA";"PA";"MOCAJUBA";"GIGOV/BE";"novo pac - água para quem mais precisa - abastecimento de água em áreas rurais";"3382308.16";"Analisada com pendências";"";"";"";"";"";"";"";"";"";"";"24/06/2026";"SIM"
"Documentos apresentados";"968982";"1-2013802";"270302024";"1098276";"ESTADO DO PARA";"PA";"ANANINDEUA";"GIGOV/BE";"novo pac - água para todos - abastecimento de água - rp3";"23501277.07";"Analisada com pendências";"";"";"";"";"";"";"";"";"";"";"24/06/2026";"SIM"
"Documentos apresentados";"970212";"1-2030948";"342492024";"1098974";"MUNICIPIO DE AGUDO - RS";"RS";"AGUDO";"GIGOV/SM";"mcmv - fnhis - calamidade no estado do rio grande do sul";"7050000.0";"Analisada com pendências";"Não Apresentado";"";"Não Apresentado";"Não Apresentado";"Não Apresentado";"Não Apresentado";"Não Apresentado";"Não se aplica";"Não se aplica";"Não Apresentado";"24/06/2026";"NÃO"
"Documentos apresentados";"970244";"1-2032017";"342662024";"1098988";"MUNICIPIO DE RESTINGA SECA - RS";"RS";"RESTINGA SECA";"GIGOV/SM";"mcmv - fnhis - calamidade no estado do rio grande do sul";"3750000.0";"Analisada com pendências";"";"";"";"";"";"";"";"";"";"Não Apresentado";"24/06/2026";"NÃO"
"Documentos apresentados";"970213";"1-2031772";"342512024";"1098976";"MUNICIPIO DE ARROIO DO TIGRE - RS";"RS";"ARROIO DO TIGRE";"GIGOV/SM";"mcmv - fnhis - calamidade no estado do rio grande do sul";"7500000.0";"Analisada com pendências";"Não Apresentado";"Vistoria não realizada";"Não Apresentado";"Não Apresentado";"Não Apresentado";"Não Apresentado";"Não Apresentado";"Não se aplica";"Não se aplica";"Não Apresentado";"24/06/2026";"NÃO"
"Documentos apresentados";"970235";"1-2032560";"342692024";"1098991";"MUNICIPIO DE SAO LEOPOLDO - RS";"RS";"SAO LEOPOLDO";"REGOV/NH";"mcmv - fnhis - calamidade no estado do rio grande do sul";"4500000.0";"Analisada com pendências";"";"";"";"";"";"";"";"";"";"Não Apresentado";"24/06/2026";"NÃO"
"Documentos apresentados";"970217";"1-2031583";"342552024";"1098979";"MUNICIPIO DE CERRO BRANCO - RS";"RS";"CERRO BRANCO";"GIGOV/SM";"mcmv - fnhis - calamidade no estado do rio grande do sul";"6000000.0";"Analisada com pendências";"Não Apresentado";"Vistoria não realizada";"Não Apresentado";"Não Apresentado";"Não Apresentado";"Não Apresentado";"Não Apresentado";"Não se aplica";"Não se aplica";"Não Apresentado";"24/06/2026";"NÃO"
"Documentos apresentados";"970630";"1-2033759";"348302024";"1099267";"MUNICIPIO DE PORTO ALEGRE - RS";"RS";"PORTO ALEGRE";"GIGOV/PO";"mcmv - fnhis - calamidade no estado do rio grande do sul";"31350000.0";"Analisada com pendências";"";"";"";"";"";"";"";"";"";"";"24/06/2026";"NÃO"
"Documentos apresentados";"973981";"1-2032702";"341172024";"1099476";"MUNICIPIO DE CRISTINO CASTRO - PI";"PI";"CRISTINO CASTRO";"GIGOV/TE";"novo pac - cidades sustentáveis e resilientes - subeixo gestão de resíduos sólidos";"2894624.0";"Analisada com pendências";"";"";"";"";"";"";"";"";"";"";"24/06/2026";"SIM"
"Documentos apresentados";"974015";"1-2033172";"340682024";"1099468";"CONSORCIO INTERM DESENVOLVIM SUST MICROREG SERRA GERAL MINAS";"MG";"JANAUBA";"REGOV/MO";"novo pac - cidades sustentáveis e resilientes - subeixo gestão de resíduos sólidos";"9364174.8";"Analisada com pendências";"";"";"";"";"";"";"";"";"";"";"24/06/2026";"SIM"
"Documentos apresentados";"970220";"1-2030947";"342582024";"1098982";"MUNICIPIO DE FAXINAL DO SOTURNO - RS";"RS";"FAXINAL DO SOTURNO";"GIGOV/SM";"mcmv - fnhis - calamidade no estado do rio grande do sul";"7500000.0";"Analisada com pendências";"";"";"";"";"";"";"";"";"";"Não Apresentado";"24/06/2026";"NÃO"
"Documentos apresentados";"970608";"1-2033274";"348252024";"1099116";"MUNICIPIO DE CANOAS - RS";"RS";"CANOAS";"REGOV/NH";"mcmv - fnhis - calamidade no estado do rio grande do sul";"31500000.0";"Analisada com pendências";"";"";"";"";"";"";"";"";"";"";"24/06/2026";"NÃO"
"Documentos apresentados";"970628";"1-2033301";"348282024";"1099266";"MUNICIPIO DE ELDORADO DO SUL - RS";"RS";"ELDORADO DO SUL";"GIGOV/PO";"mcmv - fnhis - calamidade no estado do rio grande do sul";"15000000.0";"Analisada com pendências";"Não Apresentado";"Vistoria não realizada";"Não Apresentado";"Não Apresentado";"Não Apresentado";"Não Apresentado";"Não Apresentado";"Não se aplica";"Não Apresentado";"";"24/06/2026";"NÃO"
"Documentos apresentados";"970615";"1-2033105";"348312024";"1099120";"MUNICIPIO DE ENCRUZILHADA DO SUL - RS";"RS";"ENCRUZILHADA DO SUL";"GIGOV/SM";"mcmv - fnhis - calamidade no estado do rio grande do sul";"3900000.0";"Analisada com pendências";"Não Apresentado";"Vistoria não realizada";"Não Apresentado";"Não Apresentado";"Não Apresentado";"Não Apresentado";"Não Apresentado";"Não se aplica";"Não se aplica";"Não Apresentado";"24/06/2026";"NÃO"
"Documentos apresentados";"970236";"1-2031079";"342712024";"1098993";"MUNICIPIO DE TAPES - RS";"RS";"TAPES";"GIGOV/PO";"mcmv - fnhis - calamidade no estado do rio grande do sul";"6900000.0";"Analisada com pendências";"Não Apresentado";"Vistoria não realizada";"Não Apresentado";"Não Apresentado";"Não Apresentado";"Não Apresentado";"Não Apresentado";"Não Apresentado";"Não Apresentado";"Dispensado para próxima fase";"24/06/2026";"NÃO"
"Documentos apresentados";"973982";"1-2033245";"341182024";"1099615";"SECRETARIA DE ESTADO DE DESENVOLVIMENTO URBANO E METROPOLITA";"AM";"IRANDUBA";"GIGOV/MN";"novo pac - cidades sustentáveis e resilientes - subeixo gestão de resíduos sólidos";"3968314.0";"Analisada com pendências";"";"";"";"";"";"";"";"";"";"";"24/06/2026";"SIM"
"Documentos apresentados";"974019";"1-2032852";"340822024";"1099387";"CONSORCIO INTERM DES DAS BACIAS DOS RIOS URUCUIA E CARINHANH";"MG";"ARINOS";"GIGOV/BR";"novo pac - cidades sustentáveis e resilientes - subeixo gestão de resíduos sólidos";"31236268.0";"Analisada com pendências";"";"";"";"";"";"";"";"";"";"";"24/06/2026";"SIM"
"Documentos apresentados";"973931";"1-2032976";"340592024";"1099876";"ESTADO DA BAHIA";"BA";"BARREIRAS";"GIGOV/SA";"novo pac - cidades sustentáveis e resilientes - subeixo gestão de resíduos sólidos";"2730026.0";"Analisada com pendências";"";"";"";"";"";"";"";"";"";"";"24/06/2026";"SIM"
"Documentos apresentados";"973966";"1-2033125";"340992024";"1099696";"ESTADO DA BAHIA";"BA";"SALVADOR";"GIGOV/SA";"novo pac - cidades sustentáveis e resilientes - subeixo gestão de resíduos sólidos";"25675694.0";"Analisada com pendências";"";"";"";"";"";"";"";"";"";"";"24/06/2026";"SIM"
"Documentos apresentados";"973943";"1-2033475";"340712024";"1099682";"ESTADO DO MARANHAO";"MA";"SAO LUIS";"GIGOV/SL";"novo pac - cidades sustentáveis e resilientes - subeixo gestão de resíduos sólidos";"30809323.0";"Analisada com pendências";"";"";"";"";"";"";"";"";"";"";"24/06/2026";"SIM"
"Documentos apresentados";"974913";"1-2015275";"268002024";"1099896";"MUNICIPIO DE NITEROI - RJ";"RJ";"NITEROI";"GIGOV/NT";"novo pac - mobilidade urbana sustentável: mobilidade grandes e médias cidades";"273229462.0";"Analisada com pendências";"";"";"";"";"";"";"";"";"";"";"24/06/2026";"SIM"
"Documentos apresentados";"978009";"";"365392025";"1101370";"MUNICIPIO DE IPIAU - BA";"BA";"IPIAU";"GIGOV/VC";"novo pac - creches e pré-escolas de educação infantil";"3515665.9";"Analisada com pendências";"";"";"";"";"";"";"";"";"";"";"24/06/2026";"NÃO"
"Documentos apresentados";"977980";"";"366302025";"1101405";"MUNICIPIO DE TRINDADE - GO";"GO";"TRINDADE";"GIGOV/GO";"novo pac - creches e pré-escolas de educação infantil";"3416059.5";"Analisada com pendências";"";"";"";"";"";"";"";"";"";"";"24/06/2026";"NÃO"
"Documentos apresentados";"977893";"";"369302025";"1101346";"MUNICIPIO DE SANTANA DO LIVRAMENTO - RS";"RS";"SANT' ANA DO LIVRAMENTO";"GIGOV/SM";"novo pac - creches e pré-escolas de educação infantil";"3599938.53";"Analisada com pendências";"";"";"";"";"";"";"";"";"";"";"24/06/2026";"NÃO"
"Documentos apresentados";"977979";"";"364892025";"1101357";"MUNICIPIO DE ATALAIA DO NORTE - AM";"AM";"ATALAIA DO NORTE";"GIGOV/MN";"novo pac - creches e pré-escolas de educação infantil";"3661975.54";"Analisada com pendências";"";"";"";"";"";"";"";"";"";"";"24/06/2026";"NÃO"
"Documentos apresentados";"977961";"";"367752025";"1101467";"MUNICIPIO DE CATENDE - PE";"PE";"CATENDE";"GIGOV/CA";"novo pac - creches e pré-escolas de educação infantil";"3406872.2";"Analisada com pendências";"";"";"";"";"";"";"";"";"";"";"24/06/2026";"NÃO"
"Documentos apresentados";"978078";"";"368642025";"1101501";"MUNICIPIO DE PARACAMBI - RJ";"RJ";"PARACAMBI";"REGOV/VR";"novo pac - creches e pré-escolas de educação infantil";"3883482.37";"Analisada com pendências";"";"";"";"";"";"";"";"";"";"";"24/06/2026";"NÃO"
"Documentos apresentados";"977911";"";"368962025";"1101338";"MUNICIPIO DE CHUPINGUAIA - RO";"RO";"CHUPINGUAIA";"GIGOV/PV";"novo pac - creches e pré-escolas de educação infantil";"3975325.88";"Analisada com pendências";"";"";"";"";"";"";"";"";"";"";"24/06/2026";"NÃO"
"Documentos apresentados";"979166";"";"365992025";"1101756";"MUNICIPIO DE MARILANDIA - ES";"ES";"MARILANDIA";"GIGOV/VT";"novo pac - creches e pré-escolas de educação infantil";"3473808.73";"Analisada com pendências";"";"";"";"";"";"";"";"";"";"";"24/06/2026";"NÃO"
"Documentos apresentados";"979205";"";"366682025";"1101780";"MUNICIPIO DE ATALEIA - MG";"MG";"ATALEIA";"GIGOV/GV";"novo pac - creches e pré-escolas de educação infantil";"3504118.19";"Analisada com pendências";"";"";"";"";"";"";"";"";"";"";"24/06/2026";"NÃO"
"Documentos apresentados";"979164";"";"364802025";"1101699";"MUNICIPIO DE OLHO D'AGUA DO CASADO - AL";"AL";"OLHO D'AGUA DO CASADO";"GIGOV/ME";"novo pac - creches e pré-escolas de educação infantil";"3382576.25";"Analisada com pendências";"";"";"";"";"";"";"";"";"";"";"24/06/2026";"NÃO"
"Documentos apresentados";"977991";"";"366102025";"1101395";"MUNICIPIO DE CALDAS NOVAS - GO";"GO";"CALDAS NOVAS";"GIGOV/GO";"novo pac - creches e pré-escolas de educação infantil";"3416059.5";"Analisada com pendências";"";"";"";"";"";"";"";"";"";"";"24/06/2026";"NÃO"
"Documentos apresentados";"977947";"";"364722025";"1101353";"MUNICIPIO DE MANCIO LIMA - AC";"AC";"MANCIO LIMA";"GIGOV/RB";"novo pac - creches e pré-escolas de educação infantil";"3971521.52";"Analisada com pendências";"";"";"";"";"";"";"";"";"";"";"24/06/2026";"NÃO"
"Documentos apresentados";"979268";"";"367632025";"1101838";"MUNICIPIO DE JOAO PESSOA - PB";"PB";"JOAO PESSOA";"GIGOV/JP";"novo pac - creches e pré-escolas de educação infantil";"3193331.14";"Analisada com pendências";"";"";"";"";"";"";"";"";"";"";"24/06/2026";"NÃO"
"Documentos apresentados";"979271";"";"367652025";"1101840";"MUNICIPIO DE SANTA RITA - PB";"PB";"SANTA RITA";"GIGOV/JP";"novo pac - creches e pré-escolas de educação infantil";"3193331.14";"Analisada com pendências";"";"";"";"";"";"";"";"";"";"";"24/06/2026";"NÃO"
"Documentos apresentados";"977999";"";"365832025";"1101384";"MUNICIPIO DE ITAPIPOCA - CE";"CE";"ITAPIPOCA";"GIGOV/FO";"novo pac - creches e pré-escolas de educação infantil";"3365787.15";"Analisada com pendências";"";"";"";"";"";"";"";"";"";"";"24/06/2026";"NÃO"
"Documentos apresentados";"978049";"";"367362025";"1101458";"MUNICIPIO DE MELGACO - PA";"PA";"MELGACO";"GIGOV/BE";"novo pac - creches e pré-escolas de educação infantil";"3566197.85";"Analisada com pendências";"";"";"";"";"";"";"";"";"";"";"24/06/2026";"NÃO"
"Documentos apresentados";"979149";"";"364752025";"1101694";"MUNICIPIO DE CAMPO GRANDE - AL";"AL";"CAMPO GRANDE";"GIGOV/ME";"novo pac - creches e pré-escolas de educação infantil";"3382576.25";"Analisada com pendências";"";"";"";"";"";"";"";"";"";"";"24/06/2026";"NÃO"
"Documentos apresentados";"979379";"";"365012025";"1101715";"MUNICIPIO DE MANAUS - AM";"AM";"MANAUS";"GIGOV/MN";"novo pac - creches e pré-escolas de educação infantil";"3661975.54";"Analisada com pendências";"";"";"";"";"";"";"";"";"";"";"24/06/2026";"NÃO"
"Documentos apresentados";"979289";"";"368132025";"1101863";"MUNICIPIO DE TERESINA - PI";"PI";"TERESINA";"GIGOV/TE";"novo pac - creches e pré-escolas de educação infantil";"3378842.37";"Analisada com pendências";"";"";"";"";"";"";"";"";"";"";"24/06/2026";"NÃO"
"Documentos apresentados";"979316";"";"368622025";"1101895";"MUNICIPIO DE MARICA _ RJ";"RJ";"MARICA";"GIGOV/NT";"novo pac - creches e pré-escolas de educação infantil";"3883482.37";"Analisada com pendências";"";"";"";"";"";"";"";"";"";"";"24/06/2026";"NÃO"
"Documentos apresentados";"979377";"";"364992025";"1101714";"MUNICIPIO DE JURUA - AM";"AM";"JURUA";"GIGOV/MN";"novo pac - creches e pré-escolas de educação infantil";"3661975.54";"Analisada com pendências";"";"";"";"";"";"";"";"";"";"";"24/06/2026";"NÃO"
"Documentos apresentados";"979283";"";"367982025";"1101857";"MUNICIPIO DE SALGUEIRO - PE";"PE";"SALGUEIRO";"REGOV/LI";"novo pac - creches e pré-escolas de educação infantil";"3406872.2";"Analisada com pendências";"";"";"";"";"";"";"";"";"";"";"24/06/2026";"NÃO"
"Documentos apresentados";"977903";"";"368852025";"1101506";"MUNICIPIO DE CURRAIS NOVOS - RN";"RN";"CURRAIS NOVOS";"GIGOV/NA";"novo pac - creches e pré-escolas de educação infantil";"3317759.96";"Analisada com pendências";"";"";"";"";"";"";"";"";"";"";"24/06/2026";"NÃO"
"Documentos apresentados";"979214";"";"365982025";"1101755";"MUNICIPIO DE JAGUARE - ES";"ES";"JAGUARE";"GIGOV/VT";"novo pac - creches e pré-escolas de educação infantil";"3473808.73";"Analisada com pendências";"";"";"";"";"";"";"";"";"";"";"24/06/2026";"NÃO"
"Documentos apresentados";"977889";"";"369682025";"1101350";"MUNICIPIO DE SAO ROQUE - SP";"SP";"SAO ROQUE";"GIGOV/SO";"novo pac - creches e pré-escolas de educação infantil";"3772287.11";"Analisada com pendências";"";"";"";"";"";"";"";"";"";"";"24/06/2026";"NÃO"
"Documentos apresentados";"979383";"";"365032025";"1101717";"MUNICIPIO DE MANAUS - AM";"AM";"MANAUS";"GIGOV/MN";"novo pac - creches e pré-escolas de educação infantil";"3661975.54";"Analisada com pendências";"";"";"";"";"";"";"";"";"";"";"24/06/2026";"NÃO"
"Documentos apresentados";"979330";"";"366982025";"1101794";"MUNICIPIO DE TEOFILO OTONI - MG";"MG";"TEOFILO OTONI";"GIGOV/GV";"novo pac - creches e pré-escolas de educação infantil";"3504118.19";"Analisada com pendências";"";"";"";"";"";"";"";"";"";"";"24/06/2026";"NÃO"
"Documentos apresentados";"977895";"";"369132025";"1101344";"MUNICIPIO DE CANGUCU - RS";"RS";"CANGUCU";"REGOV/PL";"novo pac - creches e pré-escolas de educação infantil";"3599938.53";"Analisada com pendências";"";"";"";"";"";"";"";"";"";"";"24/06/2026";"NÃO"
"Documentos apresentados";"978068";"";"369612025";"1101514";"MUNICIPIO DE MAUA - SP";"SP";"MAUA";"GIGOV/SD";"novo pac - creches e pré-escolas de educação infantil";"3772287.11";"Analisada com pendências";"";"";"";"";"";"";"";"";"";"";"24/06/2026";"NÃO"
"Documentos apresentados";"979158";"";"364762025";"1101695";"MUNICIPIO DE MACEIO - AL";"AL";"MACEIO";"GIGOV/ME";"novo pac - creches e pré-escolas de educação infantil";"3382576.25";"Analisada com pendências";"";"";"";"";"";"";"";"";"";"";"24/06/2026";"NÃO"
"Documentos apresentados";"979184";"";"366282025";"1101768";"MUNICIPIO DE PIRES DO RIO - GO";"GO";"PIRES DO RIO";"GIGOV/GO";"novo pac - creches e pré-escolas de educação infantil";"3416059.5";"Analisada com pendências";"";"";"";"";"";"";"";"";"";"";"24/06/2026";"NÃO"
"Documentos apresentados";"978040";"";"366622025";"1101426";"MUNICIPIO DE ALMENARA - MG";"MG";"ALMENARA";"REGOV/MO";"novo pac - creches e pré-escolas de educação infantil";"3504118.19";"Analisada com pendências";"";"";"";"";"";"";"";"";"";"";"24/06/2026";"NÃO"
"Documentos apresentados";"978030";"";"366692025";"1101431";"MUNICIPIO DE BANDEIRA - MG";"MG";"BANDEIRA";"REGOV/MO";"novo pac - creches e pré-escolas de educação infantil";"3504118.19";"Analisada com pendências";"";"";"";"";"";"";"";"";"";"";"24/06/2026";"NÃO"
"Documentos apresentados";"979356";"";"364912025";"1101707";"MUNICIPIO DE CAAPIRANGA - AM";"AM";"CAAPIRANGA";"GIGOV/MN";"novo pac - creches e pré-escolas de educação infantil";"3661975.54";"Analisada com pendências";"";"";"";"";"";"";"";"";"";"";"24/06/2026";"NÃO"
"Documentos apresentados";"979292";"";"368162025";"1101866";"MUNICIPIO DE TERESINA - PI";"PI";"TERESINA";"GIGOV/TE";"novo pac - creches e pré-escolas de educação infantil";"3378842.37";"Analisada com pendências";"";"";"";"";"";"";"";"";"";"";"24/06/2026";"NÃO"
"Documentos apresentados";"977996";"";"366012025";"1101388";"MUNICIPIO DE SOORETAMA - ES";"ES";"SOORETAMA";"GIGOV/VT";"novo pac - creches e pré-escolas de educação infantil";"3473808.73";"Analisada com pendências";"";"";"";"";"";"";"";"";"";"";"24/06/2026";"NÃO"
"Documentos apresentados";"979320";"";"369182025";"1101930";"MUNICIPIO DE ITAARA - RS";"RS";"ITAARA";"GIGOV/SM";"novo pac - creches e pré-escolas de educação infantil";"3599938.53";"Analisada com pendências";"";"";"";"";"";"";"";"";"";"";"24/06/2026";"NÃO"
"Documentos apresentados";"978013";"";"365192025";"1101364";"MUNICIPIO DE OIAPOQUE - AP";"AP";"OIAPOQUE";"GIGOV/MC";"novo pac - creches e pré-escolas de educação infantil";"3455826.15";"Analisada com pendências";"";"";"";"";"";"";"";"";"";"";"24/06/2026";"NÃO"
"Documentos apresentados";"977968";"";"367372025";"1101459";"MUNICIPIO DE MONTE ALEGRE - PA";"PA";"MONTE ALEGRE";"REGOV/TR";"novo pac - creches e pré-escolas de educação infantil";"3566197.85";"Analisada com pendências";"";"";"";"";"";"";"";"";"";"";"24/06/2026";"NÃO"
"Documentos apresentados";"979381";"";"365022025";"1101716";"MUNICIPIO DE MANAUS - AM";"AM";"MANAUS";"GIGOV/MN";"novo pac - creches e pré-escolas de educação infantil";"3661975.54";"Analisada com pendências";"";"";"";"";"";"";"";"";"";"";"24/06/2026";"NÃO"
"Documentos apresentados";"977957";"";"367822025";"1101473";"MUNICIPIO DE IPUBI - PE";"PE";"IPUBI";"REGOV/LI";"novo pac - creches e pré-escolas de educação infantil";"3406872.2";"Analisada com pendências";"";"";"";"";"";"";"";"";"";"";"24/06/2026";"NÃO"
"Documentos apresentados";"979264";"";"367602025";"1101835";"MUNICIPIO DE JOAO PESSOA - PB";"PB";"JOAO PESSOA";"GIGOV/JP";"novo pac - creches e pré-escolas de educação infantil";"3193331.14";"Analisada com pendências";"";"";"";"";"";"";"";"";"";"";"24/06/2026";"NÃO"
"Documentos apresentados";"979312";"";"368572025";"1101891";"MUNICIPIO DE DUQUE DE CAXIAS - RJ";"RJ";"DUQUE DE CAXIAS";"GIGOV/RJ";"novo pac - creches e pré-escolas de educação infantil";"3883482.37";"Analisada com pendências";"";"";"";"";"";"";"";"";"";"";"24/06/2026";"NÃO"
