"tipo_doc_suspensiva";"instrumento";"cod_saci";"proposta";"operacao";"recebedor";"uf";"municipio_beneficiado";"unidade_caixa";"programa";"valor_repasse";"situacao_da_analise";"doc_titularidade";"doc_viabilidade_terreno";"doc_sondagem";"doc_orcamento";"doc_projetos_implantacao";"doc_projetos_complementares";"doc_ambiental";"doc_vigilancia_sanitaria";"doc_bombeiros";"doc_trabalho_social";"dt_atualizacao";"consta_base_pc32"
"Documentos apresentados";"992852";"1-2166868";"2242026";"1108214";"SECRETARIA DE DESENVOLVIMENTO RURAL PESCA E COOPERATIVISMO";"RS";"PORTO XAVIER";"GIGOV/PO";"novo pac – água para todos – abastecimento de água em áreas rurais";"1060330.01";"Analisada com pendências";"";"";"";"";"";"";"";"";"";"";"24/06/2026";"SIM"
"Documentos apresentados";"991668";"1-2164255";"694212025";"1107929";"MUNICIPIO DE BELTERRA - PA";"PA";"BELTERRA";"REGOV/TR";"novo pac - cidades sustentáveis e resilientes - resíduos sólidos - ogu";"8168641.84";"Analisada com pendências";"";"";"";"";"";"";"";"";"";"";"24/06/2026";"SIM"
"Documentos apresentados";"992853";"1-2167300";"2252026";"1108215";"SECRETARIA DE DESENVOLVIMENTO RURAL PESCA E COOPERATIVISMO";"RS";"CANDIOTA";"GIGOV/PO";"novo pac – água para todos – abastecimento de água em áreas rurais";"9950281.1";"Analisada com pendências";"";"";"";"";"";"";"";"";"";"";"24/06/2026";"SIM"
"Documentos apresentados";"991685";"1-2163957";"694362025";"1107944";"MUNICIPIO DE TARTARUGALZINHO - AP";"AP";"TARTARUGALZINHO";"GIGOV/MC";"novo pac - cidades sustentáveis e resilientes - resíduos sólidos - ogu";"15000000.0";"Analisada com pendências";"";"";"";"";"";"";"";"";"";"";"24/06/2026";"SIM"
"Documentos não apresentados";"958364";"";"29722024";"1093290";"MUNICIPIO DE IBATIBA - ES";"ES";"IBATIBA";"GIGOV/VT";"";"5428507.15";"Doc. não enviada p/ análise";"NÃO";"NÃO";"NÃO";"SIM";"SIM";"SIM";"NÃO";"NÃO";"NÃO";"";"06/11/2024";"NÃO"
"Documentos não apresentados";"959940";"";"29442024";"1093833";"MUNICIPIO DE ASSARE - CE";"CE";"ASSARE";"REGOV/JN";"novo pac - formalização - creches e escolas de educação infantil";"5458605.35";"Doc. não enviada p/ análise";"";"";"";"";"";"";"";"";"";"";"";"NÃO"
"Documentos não apresentados";"960751";"";"32372024";"1094273";"MUNICIPIO DE MEDICILANDIA - PA";"PA";"MEDICILANDIA";"REGOV/TR";"";"3322979.59";"Doc. não enviada p/ análise";"SIM";"NÃO";"SIM";"SIM";"SIM";"SIM";"SIM";"SIM";"SIM";"";"06/11/2024";"NÃO"
"Documentos não apresentados";"961157";"";"33642024";"1094313";"MUNICIPIO DE SANTO AMARO DAS BROTAS - SE";"SE";"SANTO AMARO DAS BROTAS";"GIGOV/AJ";"";"3159504.14";"Doc. não enviada p/ análise";"SIM";"NÃO";"SIM";"SIM";"NÃO";"SIM";"SIM";"NÃO";"SIM";"";"06/11/2024";"NÃO"
"Documentos não apresentados";"961170";"";"34072024";"1094326";"MUNICIPIO DE RIO GRANDE DA SERRA - SP";"SP";"RIO GRANDE DA SERRA";"GIGOV/SD";"";"3477420.16";"Doc. não enviada p/ análise";"NÃO";"SIM";"SIM";"SIM";"SIM";"NÃO";"NÃO";"NÃO";"NÃO";"";"06/11/2024";"NÃO"
"Documentos não apresentados";"960780";"";"29052024";"1094776";"MUNICIPIO DE EPITACIOLANDIA - AC";"AC";"EPITACIOLANDIA";"GIGOV/RB";"";"3652843.65";"Doc. não enviada p/ análise";"NÃO";"SIM";"NÃO";"NÃO";"NÃO";"NÃO";"NÃO";"NÃO";"NÃO";"";"06/11/2024";"NÃO"
"Documentos não apresentados";"961859";"";"39062024";"1094867";"MUNICIPIO DE IPIXUNA - AM";"AM";"IPIXUNA";"GIGOV/MN";"";"5574637.19";"Doc. não enviada p/ análise";"SIM";"NÃO";"SIM";"SIM";"SIM";"SIM";"SIM";"SIM";"SIM";"";"06/11/2024";"NÃO"
"Documentos não apresentados";"961930";"";"32542024";"1094811";"MUNICIPIO DE RIBEIRAO DAS NEVES - MG";"MG";"RIBEIRAO DAS NEVES";"GIGOV/BH";"";"5317262.31";"Doc. não enviada p/ análise";"NÃO";"NÃO";"NÃO";"NÃO";"NÃO";"SIM";"NÃO";"NÃO";"NÃO";"";"06/11/2024";"NÃO"
"Documentos não apresentados";"961914";"";"42672024";"1094899";"MUNICIPIO DE SAO JOSE DO JACURI - MG";"MG";"SAO JOSE DO JACURI";"GIGOV/GV";"";"9261528.38";"Doc. não enviada p/ análise";"NÃO";"SIM";"SIM";"SIM";"SIM";"NÃO";"NÃO";"NÃO";"NÃO";"";"06/11/2024";"NÃO"
"Documentos não apresentados";"961909";"";"39222024";"1094871";"MUNICIPIO DE JANUARIA - MG";"MG";"JANUARIA";"REGOV/MO";"";"5317262.31";"Doc. não enviada p/ análise";"";"";"";"";"";"";"";"";"";"";"";"NÃO"
"Documentos não apresentados";"963972";"";"54962024";"1095345";"FUNDACAO CATARINENSE DE CULTURA";"SC";"BLUMENAU";"GIGOV/FL";"";"2578622.0";"Doc. não enviada p/ análise";"SIM";"NÃO";"SIM";"SIM";"SIM";"SIM";"SIM";"NÃO";"SIM";"";"06/11/2024";"NÃO"
"Documentos não apresentados";"963532";"";"54762024";"1095406";"ESTADO DE RONDONIA";"RO";"CANDEIAS DO JAMARI";"GIGOV/PV";"";"1951220.0";"Doc. não enviada p/ análise";"SIM";"SIM";"SIM";"SIM";"SIM";"SIM";"SIM";"SIM";"SIM";"";"06/11/2024";"NÃO"
"Documentos não apresentados";"962675";"";"27902024";"1095451";"MUNICIPIO DE IGARASSU - PE";"PE";"IGARASSU";"GIGOV/RE";"novo pac - formalização - creches e escolas de educação infantil";"3135514.72";"Doc. não enviada p/ análise";"";"";"";"";"";"";"";"";"";"";"";"NÃO"
"Documentos não apresentados";"962705";"";"30142024";"1095478";"MUNICIPIO DE MESQUITA - RJ";"RJ";"MESQUITA";"GIGOV/RJ";"";"6077793.14";"Doc. não enviada p/ análise";"SIM";"NÃO";"SIM";"SIM";"SIM";"SIM";"SIM";"SIM";"SIM";"";"06/11/2024";"NÃO"
"Documentos não apresentados";"962484";"";"43882024";"1095605";"MUNICIPIO DE EPITACIOLANDIA - AC";"AC";"EPITACIOLANDIA";"GIGOV/RB";"";"11329905.5";"Doc. não enviada p/ análise";"NÃO";"SIM";"NÃO";"NÃO";"NÃO";"NÃO";"NÃO";"NÃO";"NÃO";"";"06/11/2024";"NÃO"
"Documentos não apresentados";"963525";"";"54752024";"1095337";"ESTADO DE RONDONIA";"RO";"GUAJARA-MIRIM";"GIGOV/PV";"";"1951220.0";"Doc. não enviada p/ análise";"";"";"";"";"";"";"";"";"";"";"";"NÃO"
"Documentos não apresentados";"963468";"";"54652024";"1095763";"ESTADO DO RIO DE JANEIRO";"RJ";"ITABORAI";"GIGOV/RJ";"";"1951220.0";"Doc. não enviada p/ análise";"NÃO";"NÃO";"SIM";"SIM";"SIM";"SIM";"NÃO";"NÃO";"NÃO";"";"06/11/2024";"NÃO"
"Documentos não apresentados";"963969";"";"54932024";"1095342";"FUNDACAO CATARINENSE DE CULTURA";"SC";"CRICIUMA";"GIGOV/FL";"";"2578622.0";"Doc. não enviada p/ análise";"SIM";"NÃO";"SIM";"SIM";"SIM";"SIM";"SIM";"NÃO";"SIM";"";"06/11/2024";"NÃO"
"Documentos não apresentados";"963518";"";"53262024";"1095754";"ESTADO DA BAHIA";"BA";"SIMOES FILHO";"GIGOV/SA";"";"1951220.0";"Doc. não enviada p/ análise";"NÃO";"SIM";"SIM";"SIM";"SIM";"SIM";"NÃO";"NÃO";"NÃO";"";"06/11/2024";"NÃO"
"Documentos não apresentados";"963498";"";"53362024";"1095204";"ESTADO DA BAHIA";"BA";"LAURO DE FREITAS";"GIGOV/SA";"";"1951220.0";"Doc. não enviada p/ análise";"NÃO";"SIM";"SIM";"SIM";"SIM";"SIM";"NÃO";"NÃO";"NÃO";"";"06/11/2024";"NÃO"
"Documentos não apresentados";"962487";"";"44062024";"1095608";"MUNICIPIO DE NOVO ORIENTE - CE";"CE";"NOVO ORIENTE";"REGOV/JN";"novo pac - formalização - escolas em tempo integral";"9505201.31";"Doc. não enviada p/ análise";"NÃO";"NÃO";"SIM";"SIM";"SIM";"NÃO";"NÃO";"NÃO";"NÃO";"";"06/11/2024";"NÃO"
"Documentos não apresentados";"964245";"";"35632024";"1096463";"MUNICIPIO DE RIO VERMELHO - MG";"MG";"RIO VERMELHO";"GIGOV/GV";"";"3205313.21";"Doc. não enviada p/ análise";"NÃO";"SIM";"NÃO";"SIM";"SIM";"NÃO";"NÃO";"NÃO";"NÃO";"";"06/11/2024";"NÃO"
"Documentos não apresentados";"964244";"";"44022024";"1096318";"SECRETARIA DE ESTADO DE EDUCACAO";"AM";"MANAUS";"GIGOV/MN";"";"12319645.89";"Doc. não enviada p/ análise";"SIM";"NÃO";"SIM";"SIM";"SIM";"SIM";"SIM";"SIM";"SIM";"";"06/11/2024";"NÃO"
"Documentos não apresentados";"963641";"";"53642024";"1095312";"ESTADO DO ESPIRITO SANTO";"ES";"VIANA";"GIGOV/VT";"";"1951220.0";"Doc. não enviada p/ análise";"NÃO";"NÃO";"SIM";"SIM";"SIM";"SIM";"NÃO";"NÃO";"NÃO";"";"06/11/2024";"NÃO"
"Documentos não apresentados";"964267";"";"45192024";"1096328";"MUNICIPIO DE CUMARU DO NORTE - PA";"PA";"CUMARU DO NORTE";"REGOV/MB";"";"11522957.99";"Doc. não enviada p/ análise";"NÃO";"NÃO";"SIM";"SIM";"SIM";"SIM";"NÃO";"NÃO";"NÃO";"";"06/11/2024";"NÃO"
"Documentos não apresentados";"963679";"";"54492024";"1095816";"ESTADO DO RIO DE JANEIRO";"RJ";"CABO FRIO";"GIGOV/RJ";"";"1951220.0";"Doc. não enviada p/ análise";"NÃO";"NÃO";"SIM";"SIM";"SIM";"SIM";"NÃO";"NÃO";"NÃO";"";"06/11/2024";"NÃO"
"Documentos não apresentados";"964214";"";"42212024";"1096500";"MUNICIPIO DE TERESOPOLIS - RJ";"RJ";"TERESOPOLIS";"GIGOV/NT";"";"10452429.49";"Doc. não enviada p/ análise";"SIM";"SIM";"SIM";"SIM";"SIM";"SIM";"SIM";"SIM";"SIM";"";"06/11/2024";"NÃO"
"Documentos não apresentados";"964210";"";"36982024";"1096470";"MUNICIPIO DE NOVA UNIAO - RO";"RO";"NOVA UNIAO";"GIGOV/PV";"";"3622859.43";"Doc. não enviada p/ análise";"NÃO";"SIM";"SIM";"NÃO";"SIM";"SIM";"NÃO";"NÃO";"NÃO";"";"06/11/2024";"NÃO"
"Documentos não apresentados";"964282";"";"31072024";"1096269";"MUNICIPIO DE ARICANDUVA - MG";"MG";"ARICANDUVA";"REGOV/MO";"";"3205313.21";"Doc. não enviada p/ análise";"SIM";"SIM";"SIM";"SIM";"SIM";"NÃO";"SIM";"SIM";"SIM";"";"06/11/2024";"NÃO"
"Documentos não apresentados";"963347";"";"204572024";"1096257";"FUNDO ESPECIAL DE SAUDE";"MS";"CAMPO GRANDE";"GIGOV/CG";"";"60000072.0";"Doc. não enviada p/ análise";"SIM";"SIM";"SIM";"SIM";"SIM";"SIM";"SIM";"SIM";"SIM";"";"06/11/2024";"NÃO"
"Documentos não apresentados";"964574";"";"54452024";"1096591";"ESTADO DO PARANA";"PR";"SANTA TEREZINHA DE ITAIPU";"GIGOV/CT";"";"1951220.0";"Doc. não enviada p/ análise";"";"";"";"";"";"";"";"";"";"";"";"NÃO"
"Documentos não apresentados";"967493";"";"39932024";"1097784";"SECRETARIA DE ESTADO DA EDUCACAO";"MG";"UBERABA";"GIGOV/BH";"";"10881183.68";"Doc. não enviada p/ análise";"NÃO";"NÃO";"NÃO";"NÃO";"SIM";"SIM";"NÃO";"NÃO";"NÃO";"";"06/11/2024";"NÃO"
"Documentos não apresentados";"965602";"";"42872024";"1097194";"MUNICIPIO DE SAO PAULO - SP";"SP";"SAO PAULO";"GIGOV/SP";"";"9775082.35";"Doc. não enviada p/ análise";"SIM";"SIM";"SIM";"SIM";"SIM";"SIM";"SIM";"SIM";"SIM";"";"06/11/2024";"NÃO"
"Documentos não apresentados";"965557";"";"34602024";"1097129";"MUNICIPIO DE SAO PAULO - SP";"SP";"SAO PAULO";"GIGOV/SP";"";"3477420.16";"Doc. não enviada p/ análise";"";"";"";"";"";"";"";"";"";"";"";"NÃO"
"Documentos não apresentados";"965616";"";"41272024";"1097180";"SECRETARIA DE ESTADO DE EDUCACAO";"DF";"BRASILIA";"GIGOV/BR";"";"11087567.56";"Doc. não enviada p/ análise";"NÃO";"NÃO";"NÃO";"SIM";"NÃO";"NÃO";"NÃO";"NÃO";"NÃO";"";"06/11/2024";"NÃO"
"Documentos não apresentados";"967469";"";"44822024";"1097764";"ESTADO DO RIO DE JANEIRO";"RJ";"RIO DE JANEIRO";"GIGOV/RJ";"";"12174047.75";"Doc. não enviada p/ análise";"NÃO";"NÃO";"SIM";"SIM";"SIM";"SIM";"NÃO";"NÃO";"NÃO";"";"06/11/2024";"NÃO"
"Documentos não apresentados";"967492";"";"39922024";"1097783";"SECRETARIA DE ESTADO DA EDUCACAO";"MG";"PARA DE MINAS";"GIGOV/BH";"";"7810739.23";"Doc. não enviada p/ análise";"NÃO";"NÃO";"NÃO";"NÃO";"NÃO";"SIM";"NÃO";"NÃO";"NÃO";"";"06/11/2024";"NÃO"
"Documentos não apresentados";"967494";"";"39952024";"1097785";"SECRETARIA DE ESTADO DA EDUCACAO";"MG";"UBERABA";"GIGOV/BH";"";"9327093.3";"Doc. não enviada p/ análise";"NÃO";"NÃO";"NÃO";"NÃO";"SIM";"SIM";"NÃO";"NÃO";"NÃO";"";"06/11/2024";"NÃO"
"Documentos não apresentados";"968458";"";"294972024";"1098364";"ESTADO DO RIO DE JANEIRO";"RJ";"RIO DE JANEIRO";"GIGOV/RJ";"";"15700000.0";"Doc. não enviada p/ análise";"NÃO";"NÃO";"SIM";"SIM";"SIM";"SIM";"NÃO";"NÃO";"NÃO";"";"06/11/2024";"NÃO"
"Documentos não apresentados";"979347";"";"368202025";"1101868";"MUNICIPIO DE CAMBE - PR";"PR";"CAMBE";"REGOV/LD";"novo pac - creches e pré-escolas de educação infantil";"3686183.05";"Doc. não enviada p/ análise";"";"";"";"";"";"";"";"";"";"";"";"NÃO"
"Documentos não apresentados";"979314";"";"368592025";"1101893";"MUNICIPIO DE ITATIAIA - RJ";"RJ";"ITATIAIA";"REGOV/VR";"novo pac - creches e pré-escolas de educação infantil";"3883482.37";"Doc. não enviada p/ análise";"";"";"";"";"";"";"";"";"";"";"";"NÃO"
"Documentos não apresentados";"979162";"";"365952025";"1101752";"MUNICIPIO DE ARACRUZ - ES";"ES";"ARACRUZ";"GIGOV/VT";"";"3473808.73";"Doc. não enviada p/ análise";"";"";"";"";"";"";"";"";"";"";"";"NÃO"
"Documentos não apresentados";"979262";"";"369072025";"1101922";"MUNICIPIO DE PACARAIMA - RR";"RR";"PACARAIMA";"GIGOV/BV";"novo pac - creches e pré-escolas de educação infantil";"3736376.87";"Doc. não enviada p/ análise";"";"";"";"";"";"";"";"";"";"";"";"NÃO"
"Documentos não apresentados";"979447";"";"419792025";"1101972";"SECRETARIA DE ESTADO DE EDUCACAO";"DF";"BRASILIA";"GIGOV/BR";"novo pac - creches e pré-escolas de educação infantil";"3554836.18";"Doc. não enviada p/ análise";"";"";"";"";"";"";"";"";"";"";"";"NÃO"
"Documentos não apresentados";"978034";"";"366022025";"1101389";"MUNICIPIO DE VITORIA - ES";"ES";"VITORIA";"GIGOV/VT";"novo pac - creches e pré-escolas de educação infantil";"3473808.73";"Doc. não enviada p/ análise";"";"";"";"";"";"";"";"";"";"";"";"NÃO"
"Documentos não apresentados";"979350";"";"368312025";"1101877";"MUNICIPIO DE LONDRINA - PR";"PR";"LONDRINA";"REGOV/LD";"novo pac - creches e pré-escolas de educação infantil";"3686183.05";"Doc. não enviada p/ análise";"";"";"";"";"";"";"";"";"";"";"";"NÃO"
"Documentos não apresentados";"979157";"";"368802025";"1101908";"MUNICIPIO DE SUMIDOURO - RJ";"RJ";"SUMIDOURO";"REGOV/CM";"novo pac - creches e pré-escolas de educação infantil";"3883482.37";"Doc. não enviada p/ análise";"";"";"";"";"";"";"";"";"";"";"";"NÃO"
"Documentos não apresentados";"979226";"";"366702025";"1101781";"MUNICIPIO DE BELO HORIZONTE - MG";"MG";"BELO HORIZONTE";"GIGOV/BH";"novo pac - creches e pré-escolas de educação infantil";"3504118.19";"Doc. não enviada p/ análise";"";"";"";"";"";"";"";"";"";"";"";"NÃO"
"Documentos não apresentados";"979180";"";"365082025";"1101721";"MUNICIPIO DE PRESIDENTE FIGUEIREDO - AM";"AM";"PRESIDENTE FIGUEIREDO";"GIGOV/MN";"novo pac - creches e pré-escolas de educação infantil";"3661975.54";"Doc. não enviada p/ análise";"";"";"";"";"";"";"";"";"";"";"";"NÃO"
"Documentos não apresentados";"979160";"";"419832025";"1101974";"SECRETARIA DE ESTADO DE EDUCACAO";"DF";"BRASILIA";"GIGOV/BR";"novo pac - creches e pré-escolas de educação infantil";"3554836.18";"Doc. não enviada p/ análise";"";"";"";"";"";"";"";"";"";"";"";"NÃO"
"Documentos não apresentados";"979448";"";"419822025";"1101973";"SECRETARIA DE ESTADO DE EDUCACAO";"DF";"BRASILIA";"GIGOV/BR";"novo pac - creches e pré-escolas de educação infantil";"3554836.18";"Doc. não enviada p/ análise";"";"";"";"";"";"";"";"";"";"";"";"NÃO"
"Documentos não apresentados";"979152";"";"368782025";"1101906";"MUNICIPIO DE SEROPEDICA - RJ";"RJ";"SEROPEDICA";"REGOV/VR";"novo pac - creches e pré-escolas de educação infantil";"3883482.37";"Doc. não enviada p/ análise";"";"";"";"";"";"";"";"";"";"";"";"NÃO"
"Documentos não apresentados";"983123";"";"385722025";"1104456";"EMPRESA DE OBRAS PUBLICAS";"RJ";"RIO DAS OSTRAS";"GIGOV/RJ";"novo pac - ceus da cultura - propostas selecionadas – 2ª etapa";"2686643.0";"Doc. não enviada p/ análise";"";"";"";"";"";"";"";"";"";"";"";"NÃO"
"Documentos não apresentados";"986058";"";"368442025";"1106024";"MUNICIPIO DE SANTO ANTONIO DA PLATINA - PR";"PR";"SANTO ANTONIO DA PLATINA";"REGOV/LD";"novo pac - creches e pré-escolas de educação infantil";"3686183.05";"Doc. não enviada p/ análise";"";"";"";"";"";"";"";"";"";"";"";"NÃO"
"Documentos não apresentados";"986062";"";"602892025";"1106113";"MUNICIPIO DE REDENCAO - CE";"CE";"REDENCAO";"GIGOV/FO";"novo pac - substituição propostas- creches e pré-escolas de educação infantil";"5458605.35";"Doc. não enviada p/ análise";"";"";"";"";"";"";"";"";"";"";"";"NÃO"
"Documentos não apresentados";"993150";"";"3702026";"1108674";"MUNICIPIO DE PESCADOR - MG";"MG";"PESCADOR";"GIGOV/GV";"novo pac - substituição propostas- creches e pré-escolas de educação infantil - ii";"5317262.31";"Doc. não enviada p/ análise";"";"";"";"";"";"";"";"";"";"";"";"NÃO"
"Documentos não apresentados";"996915";"";"25972026";"1108792";"ESTADO DO TOCANTINS";"TO";"TOCANTINIA";"GIGOV/PM";"novo pac – indígena";"3355065.25";"Doc. não enviada p/ análise";"";"";"";"";"";"";"";"";"";"";"";"NÃO"
"Documentos não apresentados";"993775";"";"580302025";"1108320";"ESTADO DA BAHIA";"BA";"VERA CRUZ";"GIGOV/SA";"novo pac - ceus da cultura - propostas selecionadas – 2ª etapa";"2559128.0";"Doc. não enviada p/ análise";"";"";"";"";"";"";"";"";"";"";"";"NÃO"
"Documentos não apresentados";"993152";"";"3742026";"1108606";"MUNICIPIO DE IRANDUBA - AM";"AM";"IRANDUBA";"GIGOV/MN";"novo pac - substituição propostas- escolas em tempo integral – ii";"8782499.91";"Doc. não enviada p/ análise";"";"";"";"";"";"";"";"";"";"";"";"NÃO"
"Documentos não apresentados";"993765";"";"580332025";"1108322";"ESTADO DO ESPIRITO SANTO";"ES";"BAIXO GUANDU";"GIGOV/VT";"novo pac - ceus da cultura - propostas selecionadas – 2ª etapa";"2609144.0";"Doc. não enviada p/ análise";"";"";"";"";"";"";"";"";"";"";"";"NÃO"
"Documentos não apresentados";"993151";"";"3772026";"1108677";"MUNICIPIO DE MELGACO - PA";"PA";"MELGACO";"GIGOV/BE";"novo pac - substituição propostas- escolas em tempo integral – ii";"11522957.99";"Doc. não enviada p/ análise";"";"";"";"";"";"";"";"";"";"";"";"NÃO"
"Documentos não apresentados";"992503";"";"3762026";"1108676";"MUNICIPIO DE IMPERATRIZ - MA";"MA";"IMPERATRIZ";"GIGOV/SL";"novo pac - substituição propostas- escolas em tempo integral – ii";"11337691.36";"Doc. não enviada p/ análise";"";"";"";"";"";"";"";"";"";"";"";"NÃO"
"Documentos não apresentados";"992504";"";"3712026";"1108675";"MUNICIPIO DE IMPERATRIZ - MA";"MA";"IMPERATRIZ";"GIGOV/SL";"novo pac - substituição propostas- creches e pré-escolas de educação infantil - ii";"3345342.38";"Doc. não enviada p/ análise";"";"";"";"";"";"";"";"";"";"";"";"NÃO"
"Documentos não apresentados";"996920";"";"25572026";"1108753";"ESTADO DE MATO GROSSO DO SUL";"MS";"CAARAPO";"GIGOV/CG";"novo pac – indígena";"4725293.57";"Doc. não enviada p/ análise";"";"";"";"";"";"";"";"";"";"";"";"NÃO"
"Documentos não apresentados";"993763";"";"452382025";"1108319";"ESTADO DO PARANA";"PR";"MARINGA";"GIGOV/CT";"novo pac - ceus da cultura - propostas selecionadas – 2ª etapa";"2604741.43";"Doc. não enviada p/ análise";"";"";"";"";"";"";"";"";"";"";"";"NÃO"
"Documentos não apresentados";"996922";"";"25592026";"1108755";"ESTADO DE MATO GROSSO DO SUL";"MS";"DOURADOS";"GIGOV/CG";"novo pac – indígena";"4725293.57";"Doc. não enviada p/ análise";"";"";"";"";"";"";"";"";"";"";"";"NÃO"
"Documentos não apresentados";"996921";"";"25582026";"1108754";"ESTADO DE MATO GROSSO DO SUL";"MS";"DOURADOS";"GIGOV/CG";"novo pac – indígena";"4725293.57";"Doc. não enviada p/ análise";"";"";"";"";"";"";"";"";"";"";"";"NÃO"
"Documentos não apresentados";"993772";"";"580322025";"1108321";"ESTADO DA BAHIA";"BA";"PARATINGA";"GIGOV/SA";"novo pac - ceus da cultura - propostas selecionadas – 2ª etapa";"2559128.0";"Doc. não enviada p/ análise";"";"";"";"";"";"";"";"";"";"";"";"NÃO"
"Documentos não apresentados";"996876";"";"25612026";"1108757";"ESTADO DE MATO GROSSO DO SUL";"MS";"AQUIDAUANA";"GIGOV/CG";"novo pac – indígena";"4725293.57";"Doc. não enviada p/ análise";"";"";"";"";"";"";"";"";"";"";"";"NÃO"
"Documentos não apresentados";"996878";"";"25622026";"1108758";"ESTADO DE MATO GROSSO DO SUL";"MS";"AQUIDAUANA";"GIGOV/CG";"novo pac – indígena";"4725293.57";"Doc. não enviada p/ análise";"";"";"";"";"";"";"";"";"";"";"";"NÃO"
"Documentos não apresentados";"996914";"";"25962026";"1108791";"ESTADO DO TOCANTINS";"TO";"LAGOA DA CONFUSAO";"GIGOV/PM";"novo pac – indígena";"3355065.25";"Doc. não enviada p/ análise";"";"";"";"";"";"";"";"";"";"";"";"NÃO"
"Documentos não apresentados";"996913";"";"25952026";"1108790";"ESTADO DO TOCANTINS";"TO";"GOIATINS";"GIGOV/PM";"novo pac – indígena";"4193104.19";"Doc. não enviada p/ análise";"";"";"";"";"";"";"";"";"";"";"";"NÃO"
"Documentos não apresentados";"996875";"";"25602026";"1108756";"ESTADO DE MATO GROSSO DO SUL";"MS";"PARANHOS";"GIGOV/CG";"novo pac – indígena";"4725293.57";"Doc. não enviada p/ análise";"";"";"";"";"";"";"";"";"";"";"";"NÃO"
"Documentos não apresentados";"992502";"";"3802026";"1108680";"MUNICIPIO DE BONITO DE SANTA FE - PB";"PB";"BONITO DE SANTA FE";"GIGOV/JP";"novo pac - substituição propostas- escolas em tempo integral – ii";"10549131.24";"Doc. não enviada p/ análise";"";"";"";"";"";"";"";"";"";"";"";"NÃO"
